PYD,TD,CMP%,Y/A,RUSH,Real Rate,Decimal Predicted Rate,Predicted Rate,Integer Comparison,Tolerance Comparison
3236.557178140698,20.283089040104034,51.69696560386376,7.83816273572595,563.6796024260245,2,2.930000000000001,2.0,Correct,Correct
3294.5681964478267,48.5823947621008,55.8842009241632,9.752705862791956,429.49777076441416,2,2.1939999999999986,2.0,Correct,Correct
1938.8749896228126,41.778421546957794,73.54375286911443,7.656949384225582,349.1707141321142,3,4.277636363636365,4.0,Incorrect,Incorrect
2582.0174721777244,37.566956705695134,56.93326119498281,6.364695037751147,354.07066059275314,3,4.342000000000001,4.0,Incorrect,Incorrect
1140.7563785879984,31.340501552300587,67.00239538529817,6.774402399022887,255.82250308945885,4,4.308000000000001,4.0,Correct,Correct
2580.6060841624076,17.883729452767184,59.81849292791709,8.658625700462366,695.0869312751579,4,4.3598181818181825,4.0,Correct,Correct
1845.1615565992067,39.036253004325715,69.06448934176404,8.069129424270104,862.575526483797,3,4.322,4.0,Incorrect,Incorrect
1619.8838391039496,35.64361630372963,56.76030554682399,8.809464806291885,896.049264817441,4,4.0360000000000005,4.0,Correct,Correct
4226.485832375923,17.894819898870878,54.79527602838569,5.599968904758796,820.9320886627819,1,1.4739999999999998,1.0,Correct,Correct
2685.5155328736923,18.478601435070797,50.54619582847496,6.878127782153314,271.5276133760126,4,4.386000000000001,4.0,Correct,Correct
1230.8207520919093,16.852671231557693,57.14686253799809,6.072875447682562,440.0663221960362,4,4.415272727272727,4.0,Correct,Correct
4922.220275643122,42.53662219995146,51.22267132722683,6.85314584382751,558.3824104140363,1,1.4400000000000004,1.0,Correct,Correct
3534.091739308006,25.489969030191915,50.621143517765404,7.623662762077888,346.4769856544692,1,2.063999999999998,2.0,Incorrect,Incorrect
3029.992751719941,36.73052050451314,62.5702297874032,7.247602346635378,434.2801234102772,4,4.098000000000003,4.0,Correct,Correct
3957.0306080697274,37.00666029017142,67.23531193978003,5.608116443028207,543.591072381611,1,1.3559999999999997,1.0,Correct,Correct
4126.264230593119,26.12120931801057,77.50167401585023,7.474177236160148,781.2211938065209,1,1.4140000000000001,1.0,Correct,Correct
3020.5675683374484,15.95912133687564,65.49205735560525,9.417695710612902,697.6093653672694,3,3.4080000000000026,3.0,Correct,Correct
3393.1460162222547,14.24114621830264,56.67838612610728,6.394377317015237,744.1189715313079,2,2.295999999999998,2.0,Correct,Correct
3566.6542271244184,36.85811245436475,53.8223215852002,7.094859773058105,699.215724819156,2,1.9459999999999986,1.0,Incorrect,Correct
1496.716868244945,43.319646131909685,79.54145919441432,7.071580138807347,3.300323003809378,4,4.674,4.0,Correct,Correct
3492.809172802662,39.583953296505236,66.36329564987224,9.901624455431156,759.9899898097738,1,1.9739999999999984,1.0,Correct,Correct
3244.0477721312946,15.096729651057473,73.1477150426654,6.4946431756464875,823.3390482935014,2,2.8500000000000005,2.0,Correct,Correct
4401.6388346635085,35.42824987636625,57.249590227878834,5.17762070585819,671.608328217647,1,1.3540000000000003,1.0,Correct,Correct
3117.787993743943,21.458367150474132,78.06784454517954,9.027588056039018,950.8898090392801,3,3.3000000000000025,3.0,Correct,Correct
4710.384853123191,25.971266455141865,62.78735184200306,5.577214745629744,201.02608886170023,1,1.7639999999999991,1.0,Correct,Correct
2644.031108992847,13.249801565399833,63.36258588053393,8.014603167422226,120.91187737552193,4,4.428000000000001,4.0,Correct,Correct
2073.787606138153,47.26202321135003,65.42458939083201,6.684181328639981,161.74785016310332,4,4.351636363636365,4.0,Correct,Correct
3331.437592741685,25.720433219613888,57.863101405942544,5.066680719452858,384.2011513286158,2,2.4439999999999973,2.0,Correct,Correct
1858.3518155796085,27.584531899395,73.47711440502951,5.906830211038505,209.85701248283522,3,4.365818181818183,4.0,Incorrect,Incorrect
3465.052831827931,46.38830443555302,78.0021306719692,7.80767055828285,956.8630203702453,2,2.161999999999998,2.0,Correct,Correct
4037.5221002935323,38.11503672550428,68.56656763257091,6.494576831744529,283.7645529280704,1,1.5339999999999998,1.0,Correct,Correct
4104.7292006537255,21.262549844859674,54.13750942522729,8.085810808762844,48.14540258953398,1,1.9459999999999997,1.0,Correct,Correct
1253.2120426950958,16.858883660343288,79.314140466279,7.354998759284208,209.92023308105996,3,4.408909090909091,4.0,Incorrect,Incorrect
3915.5972722681627,45.81293680786112,50.811321795147926,6.152171918056222,529.6631523120205,1,1.3619999999999999,1.0,Correct,Correct
1252.4287822797962,12.886255937689782,52.64421212146211,8.4002769967511,682.8716046321882,3,4.484,4.0,Incorrect,Incorrect
3359.9819310169614,11.89012364306588,72.63825246652121,7.401372207352401,97.84367903838948,2,2.8580000000000005,2.0,Correct,Correct
3321.2112308207306,32.217019616524084,68.98743838591967,5.547453444237835,369.1394017517622,2,2.4439999999999973,2.0,Correct,Correct
1036.6109259096393,29.82610070052548,61.34990126217426,6.864999538895002,688.3780203250114,4,4.420000000000001,4.0,Correct,Correct
3167.0006832019985,27.46410744612373,68.2272440696123,6.344654548813601,356.91851618144045,3,3.080000000000001,3.0,Correct,Correct
4797.92278643336,11.392942014763113,62.668878831607586,6.016509659545305,159.77056689204983,1,1.9079999999999995,1.0,Correct,Correct
1890.907023354414,17.013263609612498,75.80073174887272,7.383137664050003,647.1753886191385,3,4.339272727272728,4.0,Incorrect,Incorrect
3582.3661955616785,20.217096449776346,58.11796946826033,7.832241687862889,439.02406098039467,2,2.061999999999999,2.0,Correct,Correct
4278.553239349909,39.73932188635338,71.03346128023173,5.373848487711322,234.59872134411495,1,1.508,1.0,Correct,Correct
2004.891628419255,21.141391254141205,72.32564760424157,6.082053828271344,134.47478145265026,3,4.422000000000001,4.0,Incorrect,Incorrect
1963.9472615759082,48.52248336315482,62.447483823759654,5.531990101438745,446.47661682050517,4,4.328,4.0,Correct,Correct
1846.2862571869478,46.133491344203854,71.46527385599084,9.745880998397935,575.299199162609,4,4.000000000000001,4.0,Correct,Correct
3350.408308183447,33.75960839870113,64.23170102844749,9.375916751658053,54.361315545449685,2,2.4079999999999977,2.0,Correct,Correct
3241.8572762871613,28.93377219964694,75.17746426834006,5.65747220912362,554.4300849461499,2,2.7779999999999996,2.0,Correct,Correct
3785.6772519477186,23.186275125667724,52.67220769578368,7.46250861252959,807.71128891015,1,1.3839999999999992,1.0,Correct,Correct
3234.0660779444784,31.206181286226908,67.81444598920945,6.601639105021276,237.13671149999652,2,2.966,2.0,Correct,Correct
2157.6300365639995,27.872473652071694,63.13729765618987,9.922135132758505,937.9368153246119,4,3.988000000000001,3.0,Incorrect,Correct
3327.216062802517,43.347058943418666,77.2688166460669,9.282457312485068,53.77655486989923,2,2.4359999999999977,2.0,Correct,Correct
2819.3228322714913,29.767462892678306,58.919322850225356,6.523244119967326,211.23790971601062,3,4.721818181818184,4.0,Incorrect,Incorrect
2682.5921651647454,10.247009162766469,51.35574541046272,6.5513898641606625,687.8837807521151,4,4.462000000000001,4.0,Correct,Correct
3390.1078262856718,23.66891218729345,68.50431831741538,8.839272266502414,105.96442166567707,2,2.5179999999999976,2.0,Correct,Correct
2277.847017039095,31.975495473703656,65.49722817074921,9.104907570296605,997.8995353150679,4,3.9660000000000006,3.0,Incorrect,Correct
3312.924819531209,12.083803083240909,62.683641812198516,6.1765998992982,260.2596364884125,2,2.8140000000000005,2.0,Correct,Correct
1343.9674944012386,29.782809856802604,65.26857662681826,6.0297503805630805,365.37980813181076,3,4.402000000000001,4.0,Incorrect,Incorrect
3174.6166314798147,31.498564611294753,69.7223679928249,9.707325170706053,351.0825392285742,2,2.609999999999999,2.0,Correct,Correct
4509.351049471651,24.95456395850323,54.254350565993285,7.8212042395582255,47.30056649578886,1,1.8259999999999994,1.0,Correct,Correct
4003.1946440398656,15.073843928103276,57.49880855444909,8.934003144414527,53.37889799405403,1,1.9299999999999988,1.0,Correct,Correct
1985.7079387042193,36.36887009577551,60.192153096210696,7.867406277620949,187.22101919500489,3,4.392,4.0,Incorrect,Incorrect
1621.094387722571,25.176184204583723,55.29498434478689,6.964596941129783,151.11740788040407,3,4.388000000000001,4.0,Incorrect,Incorrect
1426.4981015166875,16.34669863221979,60.88269036778536,7.523850027992113,927.9918789419463,4,4.243454545454546,4.0,Correct,Correct
3498.9941641186924,34.52460126572748,55.15325466080362,6.83900303880774,328.91343899114133,2,2.2199999999999975,2.0,Correct,Correct
2948.3570402243354,33.26585437564475,74.06891715187909,6.299108568325305,83.52202871228305,3,4.668000000000004,4.0,Incorrect,Incorrect
4436.964578067128,48.56187769718635,65.67976175000689,9.700314827422291,165.57079565632804,1,1.6780000000000004,1.0,Correct,Correct
3225.95727297848,17.254641694557307,70.38245070249792,5.0842818333649795,490.03942051995733,2,2.8480000000000008,2.0,Correct,Correct
1803.712685559643,11.253993866520878,67.0131100601491,7.287235595040256,771.3514952341397,4,4.452000000000001,4.0,Correct,Correct
1219.0329606312123,23.383120450538097,70.9899614948164,8.520518357121544,367.18566595474346,3,4.354000000000002,4.0,Incorrect,Incorrect
